content,sentiment
dark mode pay service adsvideos need terrible shipping app need option specify gender malefemale suggestion complete garbage zero poorly manage app run completely moronic company,-1
love amazon especially app easy use nice visualls organize easy purchasing return place truly trust shop thing come mind shopping app guy,1
save later list galaxy snapdragon ui doesnt load article reach final article phone work add button list load item fix,-1
little difficult navigate update amazon clearly strives provide wide selection filter provide intend search gotten well,-1
sell counterfeit im wait refund cash despite fact ive pay cash extra fee cash delivery course didnt allow comment worthless piece j think amazon respectable company shame,-1
month load order sure go issue app order page,-1
simplicity fine easy user friendly app thanks great experience,1
easy convenient wide selection item time product dont meet expectation think supplier,1
love shop amazon convenience delivery time item buy item buy department pharmacy store,1
great service problem customer service reps thing well extremely knowledgeable respectful kind star possible,1
aholes charge amazon prime favor use different shipping service dont use amazon id zero star unfortunately shop permit,-1
new update break log process log log continue button break updates break functionality amazon break whats fix,-1
ill amazon big best company reason youve customer service world class excellent automate spot return item automate basically send word salad understood connect right person,1
completely happy ease locate buy need difficulty find foot online amazon raise bar compete high,1
spanish amazon prime ad game play exit button small click accurately change app spanish unacceptable level security privilege im easy time get language english,-1
dark mode android dark mode ultra app stay light plus search function useless half time refine search specific item,-1
buy amazon item wish receive quickly price search result terrible match exact search word feed search buy ebay instead,1
need discount price ship fast arrives time earlier expect,1
delete app youll waste money,-1
stellar uxui app service experience amazon service think need introduction category king online shopping strive perfection innovation,1
despise longer purchase app access desktop sure bulk purchase smashwords similar app purchase decision effectively tell lose yesthis app good deal access themno recommend anymore,-1
receives bag today process refund guess suppose chalk loss hassel terrible experience nd order get wrong row prime cancel pending order cancel,-1
great finding thing hard beat shipping cost prime there way company locate allow way report abusive priceshipping cost product impossible live customer service agent line consider leave amazon multiply bad practice,-1
app longer give indication food product ebt eligible show item saverd later purchase later dateall time waste search item want start,-1
lack polish feel like amateur app trillion dollar company image dont work zoom way send feedback ugly design,-1
im disable amazon favorite blessing grateful im able continue self reliantat shop amen ️,1
late update doesnt allow buy ebooks internet uninstal amazon help chat blame google say contact developer developer email appear amazon email uninstall app feel like bother buy book ebooks kindle oasis sell source book ebooks reader,-1
amazon shop app easy use convenient simple good interface ive problem far shop apps concern isnt criticize good job amazon app devs,1
stop ask want amazon prime free shipping free shipping prime dont want video,-1
unfortunately app work good lately stick freeze scroll add item shop basket,-1
time call item miss package hangup customer sure go hill look shop optionsone option app good customer service,-1
app smartly ask like confirm card detail realise acutally ask renew membership end charge say membership keep prompt,-1
search result useless search specific term battery sponsor product regular result match search doesnt allow boolean modifier narrow result new ui specifically filter abhorrent fill entire screen category tree long clear kick search result time refinement option filter,-1
price great dont like youre item arrive certain day run late itll arrive day original delivery date,-1
love amazon app easy use easy contact amazon team eith issue great quick buy,1
lose business watch yall delivery time go date week youre prime member order late noticed send people fake track number cancel prime today,-1
app work great prefer pc browser shopping item well navigate faster quick purchase app simple easy use,1
sketchy cheap quality item lot false advertising annoy deeply read user review discover advertise poor quality,-1
amazon try think get wrong repeatedly search mookta drysuit maker amazon say show result mooka search mookta instead mooka bunch air filter click search mookta instead put mooka search bar predictive text software help useful moment software start try tell people wrong fact software wrong utterly useless,-1
app work time offer good functionality doesnt work search item,-1
report seller sell counterfeit good impossible recent change notification separate remove ad longer use app worse,-1
app work good half cheap chinese garbage amazon sell make nearly useless,-1
love amazon butprime member stuff time theyre quick fund amazon follow word product example product spend day ship apply work happen youve spend extra wasnt fulfil promise,-1
admittedly great deal amazon love take advantage variety product delivery service little different instruction package repeatedly ignore instruction order package take picture sit porch instead door ask package didnt want reporting process,-1
app fine worksfew minor glitch annoy mobile device cancel amazon account process credit card poor customer service experience,-1
late update alexa icon page right way thing want look scroll icon spot accidentaly touch zero option turn use alexa spyware option,-1
convenient easy like view comparable product generally pretty quick delivery,1
love shopping amazon usually thing unavailable locally good price free shipping shopping amazon year im happy,1
let forget high tax increase place order ive order amazon yr remember wasnt tax instance order tax,-1
list ebt eligible sporadic recently havent mark shopped listing provide ebt eligible checkout total indication wasnt cmon amazon list product eligible leave arent fix listing grrr,-1
shop amazon decade australian store handy prime membership give bonus free expedite delivery,1
easy use delivery prime fantastic customer service quick respond assist issue order,1
customer service great issue prime save lot money happy amazon app,1
edit zero star app longer buy rent digital content android dont screw io purely abusive tactic exclude impoverished twice row update app fustrating functional accessible consideration visually impaired hate dont ditch app,-1
convenient easy,1
pay prime student discount think im save save gas thats sure honestly theres happy guess loss good kind nullifies discount ive forgotten like loss example earbuds wow great deal work properly didnt,-1
incredibly easy order navigate interactive screen nice shopping experience,1
hate time want add item cart dam link prime show press accidentally charge remove dam link prime choose want prime,-1
buyer beware half thing sell amazon faulty falsely advertised fine return easy half garbage sell return im student reduce rate pay price trash id unsubscribed month ago prev review uh oh app look order status suck unreliable po,-1
love order amazon best deal item fast delivery recommend family friend use amazon,1
terrible service pay extra dollar fast delivery didnt deliver day suppose app say deliver door porch call twice package lady tell transit tell deliver wait day package arrive pay fast delivery request refund extra dollar absolutely disgust,-1
love app im shop u like jaw drop eyeball pop good deal huge whopping meal ice cream dessert yummy topping mess pick supply heavy mop man hard time stop love like easter bunny love hop,1
perfect amazon come pretty darn close l great great history shopping hassle whatsoever problem best place shop,1
look know exactly want pay easy love prime delivery,1
love amazon amazon prime video day delivery free lot shop month love love love customer service wonderful selection marvelous thank amazon,1
love love start ban account try buy thing im sure cause say way temporarily ban suspicious activity add information unban say invalid im sure whats want buy new phonephone case charger,-1
love definitely got place shop easy thing easy thing person life simple navigation,1
item ebt say item clear indication purchase say item ebt feature longer customer service drag issue know itd great know purchase ebt,-1
love shopping amazon thing package stick custom give separate notification helpful wait custom diamond painting suppose arrive midmarch feel wrong request refund receive package idk amazon protection policy regard ensure vendor receive due option vendor resend loststuck package,1
stole gift card money pay transaction go week later amazon cancel order keep money buy gift card finally get package month late slightly damage afraid amazon steal try return,-1
easy use nice ui keep change frequently app update,1
purchase digital music app phone absolute total disgrace thing time difficult thanks bunch amazon pathetic thing treat distribution centre worker like poo know corrupt firm like complete joke,-1
amazon useless app seeni order week close account say reviewingafter refund delete app,-1
easy way shop item quickly little expensive depend item,1
notification wasnt ebt eligible app suppose guess wait cart check honestly fix,-1
ridiculous constantly get kick screen shop search browse jump home screen random screen im try search item shop dont know whats go frustrate annoy ive call amazon troubleshoot instal cleared checked setting issue upd issue resolve,-1
ad way loud playing game hill climb race amazon shop ad come extremely loud loud startle people large problem company ad extremely loud want proper attention youre look stop making ad loud annoy,-1
amazon need prime member item faster delivered time thanks amazon,1
let buy book seriously open browser like buy kindle book longer buy app stupid thing point app open browser lock browser,-1
use prime dont shop regular basis home broadband amazon second term service delivery thanks amazon,1
buggy app bloat slow alexa keep pop app random way turn,-1
absolutely love company awesome think id like shop online old day return factor time consume love return policy,1
absolutely love shop amazon look well deal andor good quality return product simple frustratingly long delay money ship speed fast especially prime ive recieved damaged product deliver ive problem amazon come shop online year great service,1
thanks amazon save money make hard buy digital item buy app anymore bother far spar expense whim shopping,1
amazon cool wish stop repeatedly double charge low key steal stop double charge amazon prime thanks amazon,-1
stop amazon get prime add annoy delivery detail nearly time remove,-1
amazon best way shop spending unnecessary time different site prime make life easy bonus pay yearly subscription delivery exclude charge,1
ive amazon customer year recently notice lot product come china extremely cheap definitely worth money charge charge shipping price gouge allow sell amazon monitor review fivestar happen ball amazon sure pull money able people monitor,-1
easy use customer service amaze ive issue solve fairly immediately,1
super easy navigate absolutely love prime amazon fresh definitely worth monthly fee pay plus customer service super quick call request available beat,1
love love love amazon prime beat amazon want reasonable price guarantee product deliver home fast want highly recommend amazon use regularly theyre awesome worth price,1
give amazon shop star review lose order past year return quick offer refund dilemma amazon shop pretty quick deliver island oahu hawaii,-1
easy shopping decent price latly customer service deteriorate ive prime member year consider cancel go walmart,1
shop amazon prime buy buy amazon store carry wide choice item free ship fast delivery service worth cost prime waste gas go store store amazon question ask return policy match customer service extremely helpful question problemsthey help talk seller get need info replacement,1
websiteapp simple website work app sits splash minute crash disappointing look bit mobile friendly,-1
reason amazon remove mean buy kindle book app buy book annoy word app pointless,-1
shipping go wrong address contact didnt solve problem want usp get item stop prime time membership shipping problem,-1
love shopping amazon easy order item free ship need return run kohls great quality merchandise,1
great way beat hussle bustle go town shop need car park wait long line people checkouts shop click button,1
love amazon shopping convenient order arrive quickly issue quick respond,1
long purchase digital good app include book music tv show realize amazon stock answer load amazon sorry excuse app store disable update dont load entire store especially inferior store sincerely hope amazon reconsiders short sight cash grab restore important functionality,-1
search amazon result qdvertisements product everywhereon web unfortunately amazon completely intransparent user data veing application impossible real provacy setting strongly believe amazon deliberately comitting gdpr violation think time gdpr complaint,-1
consistent late delivery undeliverable package notification status change monthly premium,-1
love shopping amazon lot choice easy convenient delivery hassle,1
app work time occasionally crash uh oh go wrong message notification closely related shopping clear way remedy issue,1
love amazon shop loyal customer excellent fix problem refund,1
amazon price competitive fair good deal appreciate amazon shopping need,1
love amazon shopping easy great deal lot store free shipping prime member,1
approve amazon dollar account prime membership ask click button checkout automatically take happy,-1
slow respond late hardware click primary interface bury customer support access slow add item cart inconsistent behavior calculate shipping time,-1
great place buy youre look ive problem order stay true delivery commitment theyre time amazon doesnt exist,1
like app check order load screen im connect wifi work see order important,-1
awesome beware priority cheap price pay,1
rarely store online shop easy amazon need app keep track browse list subscriptionsorders delivery schedule locate receipt quickly return request quickly,1
ive prime member year mainly shipments didnt start take advantage benefit prime year ago prime video music gamesetc truly wouldnt know act didnt prime service,1
app nice stupid reason kindle book longer purchase app like stupid stupid decision hey amazon instal app want purchase thing let f ridiculously dumb incredibly frustrate right,-1
read voraciously buy amazon ebooks time addition author publish amazon amazon decide update forbids user buy ebooks app screw future royalty prevent countless purchase ebooks amazon app good amazon,-1
polished experience multi billion dollar company result totally unrelated search usually overprice ebay good user experience,-1
need review amazon get love,1
easy use easy shop easy navigate amazon service work great track delivery user friendly refund laptop require occasion,1
noticed experience difficulty order page load uninstalled app instal work basic order feature user friendly need contact amazon cancel somewhat tricky locate time,1
product break personal product month talk claim get replace customer year plus think help faster efficiently,-1
l frank baum kid book magical monarch mo townspeople pick tree wish ring garden cart amazonlike big tree pick easy use oh satisfy list wish tap wish appear,1
get star longer digital purchase app frustrate website purchase somewhat defeat purpose app sudden change,-1
point signing prime package deliver early unfortunately case anymore amazon good place shop thing ship day lately delay draft prime payment delay there lot small business make comeback id suggest platform amazon longer deliver promise im pretty sure false advertising,-1
amazon major lifesaver time times happy careful word review product total honesty exactly want usually review perfect flaw make normal balanced track order pretty good customer service team resolve refunded amazon resolve,1
pretty look fast shipping good quality unique item love shopping amazon,1
highly disappointing long purchase ebooks app apparently google new policy use internet browser purchase ebooks daily basis point app use internet browser phone id ratner app oh,-1
amazon change layout app log change country set app try patience time want use interface suck difficult navigate amazon try experiment torture customer app feel like torture,-1
bad bad,-1
app manny minor problem big payment uv order ur thing keep go revision stable payment method isnt time problem ether everyday problem get bother id like stop ill take business,1
purchase new phone samsung app recognise log nil problem log account pc love app phone sooo love fix,-1
tech dept fix past order access asap access past order week longer past order app open fine like section work fine important info,-1
fix order button bug click order track time give dog picture incredibly frustrate,-1
best service region excellent shopping experience lot option im prime subscriber introduce fast delivery feature good benifits come thank provide excellent compititve service,1
good thing accept ebt alright selection good everyday item ebay good deal electronics,1
week despite unistall reinstall able access prior order feature fix bug,-1
stuff order happy customer thing werent worth price well get,1
like amazon dont shop sort thing break time busy life convenient,1
great product great price great servicedelivery online order great dont leave home,1
need improve app style layout isnt good main annoyance able archive order phone app like share account partner come birthday frustrate able archive say dont use amazon turn notification week fix,-1
thing bad dont receive order quickly second thing dont ship amazon,1
convenient select item slow increase price make worth make trip town store carry item need overall customer service good shipping quick nice,-1
best place wed registry keep track bought gift send thank account reason love amazon,1
best shopping experience love convenience shop hour amazon need,1
time order history load result error ridiculous annoying placedcompleted order clear cache closingrestarting app doesnt resolve problem check order screen guy like wait response get buy item screen get shuffled order,-1
easy browse easy pace order feature,1
great ship end house bad stay cause end good job live yes people come steal purchase item want package question,1
drop star choose shop friend outside choose address delivery item delivery range disappoint internationally company ship select address search result create lot wasted time major inconvenience app suppose thing convenient,-1
majority service use longer available app today app purchase kindle ebooks audible audiobooks longer available exit app open browser website login search item purchase amazon state comply google update play store policy ebookaudiobook shop difficult ill stick ku fail ill use public library easy access,-1
like app android phone google speech text work search bar love,1
best way shop give star cause hold order pick free ship arrive date ive deliver late,1
amazon remove option buy kindle book amazon app samsung phone log account website decide thing inconvenient happy,-1
year disappoint order delivery quality customer service great,1
amazon fit bad bad package long delivers r defeat purpose membership backcto package r supposedly run late delivery date say package im area ridiculous rid membership cause difference,-1
shopaholic like blow money qvc kinda perk id shop stuff price actually ive good butt ive save way,-1
hate suggest sponsored stuff dont want didnt search pop search engine suck produce thousand result search criterion,-1
reliable service good customer service occasionally driver bit lazy deliver doesnt bother knock feedback service notify amazon happens,1
kindle book app anymore whats point app lose ability purchase thing audible force web page im happy amazon customer convenience go guess purchasing anymore,-1
year ago amazon best option online buying well amazon year ago start problem ship prime membership customer service turn customer fight ebay shopper prefer ebay policy dont feel mistreat spend year amazon vs ebay ebay amazon try ebay,-1
good app powerful web site get need wish notification configurable,1
suddenly useless ebook reader try purchase book app tonight tell purchase ebooks app stay compliant google play great job screw reader convince need app,-1
convenient way shop hassle wide choice balance review guide best choice,1
super hard compare product filtersfacets work awfully sort doesnt work correctly especially price search pretty good relate product well search review convenient product description review there lot garbage try away product,-1
plantar fasciitis buy expensive insert podiatrist officethese work actually support arch well longer foot pain im tennis court im buy pair dont swap different tennis shoe slide crocs walk house hard floor insert,1
people aware scame business year purchase thousand dollar amazon refuse refund item pay receive dissapointing loyal customer,-1
company good join reason decide rip people charge month free shipping handle afford policy refund gift card charge ridiculous fee buy expensive worse,-1
big amazon get streamlined try bad service horrible delivery practice especially im give specific instruction house look like big rig property hell miss blue house semi truck acre property address correct package late lose,-1
amazon goto online shopping stand sell ive able issue easily resolve star,1
wait til remotely close competitor come tired pay increasingly high fee mediocre customer service thing wrong lot wrong w order time require help live agent phone bc bot doesnt understand agent chat doesnt love feature hassle get yr worth,-1
useless thanks google play new restriction longer purchase app make virtually useless dont bother ill uninstalling pin website home screen,-1
easy use easy purchase thing think need dont easy remove stuff easy thing monthly renewal pretty wicked app,1
sorry package late contact amazon step provide way contact order doesnt explain im suppose contact wait app constantly glitch freeze crash censor refused item review state south korea ethical country purchase china produce high quality good,-1
able account year hack twice reason hack second time access account change password nearly bought account shut try contact call help new account old account detail like phone number address leave review contact email,-1
th day whn youngn th mall th experience line shop feel well fortunately unfortunately th allamerican experience amazon shopping make quick uptake usa feel good easy accessibility good endorphin fo work stiff lately need upshot feelgood n diminish day good news good abound amazon pkg th mail fulfills rk,1
love amazon spot craft business home thing dislike prime account take maybe week order place come delivery date,1
extremely disappointed amazon customer service continually lie ive problem delivery notification problem porch pirate ask text package deliver grab neighbor say say fix happen today im tell option longer exist seriously im amazon bye,-1
seamless shop experience easy use straight forward problem,1
shop amazon daily prime member benefit good read bit daily lightning deal save good money add cash amazon card make deal well recommend get amazon card save add fast good offer save purchase outside amazon,1
love amazon easy recently difficult report item seller bait switch customer difficult report item knockoff outright racist app make jump hoop contact customer service actually speak somebody option generic leave ability customer explain situation,-1
addict amazon fast cheap whats love far order ive place past year go smoothly issue resolve quickly def trust purchase protect,1
well walmart walmart tell delay big selection amazon walmart isnt cheap huge walmart fan anymore check walmart price ultimately end amazon time straight amazon well faster wider range product amazon beat walmart hand,1
great amazon buy lot amazon great deal,1
dont know problem app wont allow access order order history frustrate im home need check delivery time hopefully get fix soon,1
love amazon shop little im totally honest easy range item amazing delivery guy friendly professional best thing im disable dont need leave house usually exactly wantsometimes know want good work amazon,1
love app use time wish choose usa instead get china stuff ship wish take payment right away instead wait throw account,1
amazon best helpful delivery need door fast delivery online shopping store,1
usually great app past week havent able view order page load web browser view order fix,-1
order bean complete order arrive usually ahead time original estimate additional delivery instruction bean execute flawlessly big thumb,1
absolutely love amazon nice easy work tell appreciate care customer,1
product ship time advertise small number vendor misrepresent product availability ship time pretty good service amazon shop,1
havent shopping sit buy thing compare couple one feel comfortable amazon great customer service excellent delivery havent reason believe amazon deliver,1
hard chat associate text box keyboard unable type update cart load past item fix cart month later,-1
think amazon good especially past couple year go time follow instruction wear leave parcel thankyou hard work appreciate,1
great fast quick compare chart doesnt work wont display info,1
amazon pandemic force lot online shop amazon way return policy great,1
easy shop amazon delivery thing time delivery driver dont follow instruction safe place lie leave thrown,-1
amazon hope ask need want sell look evenif discontinue day go best price search suggestion plenty review star rate need az,1
charge time amazon call think customer support get number google talk customer support hack phone stole money bank end pay dollar hacker steal dollar bank account learn lesson order amazon finally get hold amazon customer support,-1
best way shop,1
terrible service ship company cancel order customer request place order twice delivery guy doesnt want deliver even work hour pm disrespectful customer service offer place order,-1
hate online shopping cause return stuff hassle buy pant thats size small return process order thing different size exchange size option smh,-1
amazon amaze worldwide app wish wider catergory boy toy car dinosaurs buy like maybe redyce price petty buy clothesbags stationary hear shein low price price drop huge pricedrop amazon tablet amaze ebay arfos pick argo buy,1
guess good order let go remember im look rim hub motor rim sprocket disc brake let go skinny tire street tire,1
like app buy digital content book anymore comply google play guideline use amazon kindle content mainlyakes pointless interface change pain navigate personally,-1
good order web open google play choose currency amazon app close tried reopen uninstall install,-1
app fine suppose amazon site rip artists cheap chinese junk scalper hard good bargin anymore,-1
amazon amaze job right definitely star especially amazon fresh app grocery make life super simple come stock kitchen thats appreciate,1
best shopping app definitely deserve star review work mutiple thing problem wrong order late order break item wrong size help rarely star deserve continue buy future,1
hand best place buy online speedy delivery problem payment transaction amazon simply amaze,1
completely obsess amazon advantage benefit wish narrow search well definitely best price item,1
long buy book phone try website keep open app app wont let buy book unbelievable,-1
need shop online app look pretty great price easy use quick shipping online shopping,1
good deal line coupon item wish delivery guy hide item porchs little well live high crime area complaint,-1
amazon prime membership year time bill idea swore paused subscription check app success check google request refund ive subscription month tell business refund reflect account time chat query escalated case extremely disappointed lie,-1
robbery second time receive pay care course heres suggestion stop send thing usps tend lose package hope postal worker kid get daughter dress happy little,-1
suddenly app say kindle purchase arent allow app apparently thing thats affect ios user catch android suddenly buy app im go extra step add list leave shop website order purchase heck sense need app website purchase,-1
great easy use app amazon lot feature online shopping app like use lot,1
love amazon im shop store get overwhelming people noise light area dont huge selection taste home decor daily thing amazon make easy want need,1
amazon drop ball usual fail notify user credit card allow unauthorized user purchase credit card allow purchase possibly receive good undetected battle information,-1
give abandon building hub address deliver keep return facility allow pick didnt care order want refund tell away absolutely horrible customer service,-1
love app recently page show order isnt load there bar appear indicate load screen flash second load ‍️ great,1
constantly late delivery hour day week item correctused item send amazon get slow specifically delivery consistency get old quick,-1
havent see ad thats best thing take directly site lag second glad thank john,1
love shopping amazon easy thing need hate shop amazon easy thing want make easy spend money lol app fantastic ease use,1
im man convenience ease app come point discount throught cc awesome,1
ive delay delivery product expectation arrival day send im disappointed prime service good,-1
long browse purchase mp album listen sample review click take music app dumb annoy,-1
app ridiculously slow lately wont load order package show late,-1
shopping year well place shop buy need want addition amazon customer service world helpful friendly people ive talked save drive shop gas inclement weather free day sooner ship easy return amazon shop best shopping,1
love app remembers browse show similar item fast easy browse buy pay,1
keep order looked convenience app like good website,1
love amazon shop thing convenient free shipping day easy item clear pricing,1
perfect manage swap button work perfectly,1
big fan autosubscription option nice optin subscription instead hunt option optout,-1
great app easy use browse shop fast easy,1
amazon whats look compare price buy ship right door thing hate stop day guarantee delivery prime item prime membership prime day matter day day mark prime expect day come end week order mon dont like warning happen say,1
pleasure shop amazon save time energy amazing deal,1
frequent user app work fairly deleting item list bit sluggish dont like alexa icon choice love option use like remove view,1
policy google cook keep buy kindle book app stupid primary use app phone change,-1
unblock account literally forget password log contact amazon contact information try week account hack forgot password unblock freely use amazon problem becase customer servise absolutely useless thank,-1
make shop super easy good bad time tempt option like make spend money easy,1
day person know amazon rarely read review youll send email developer contact,-1
love product variety app infuriate use constantly freeze take long time load incredibly irritate,1
order history purposely broken make difficult impossible return item amazon know purchase smartphone purposely work bug return feature return window pass,-1
love amazon need save time money gas price high save lot shopping home,1
change application android smartphones hardly use order need search feature great old user like anytime sure assistant help get return process look miss order quick easy,1
need leave home amazon dont people germ mean mei dont negative energy great invention slice bread good job amazon thanks help indigo human existence easy love,1
kinda alright anytime order new address send old address select new thanks ill package mile away amazon,-1
love shopping amazon especially lazy day great price good quality easy return youre unhappy product,1
great price huge saving need want defiantly recommend look great deal saving,1
great find need good price wish easy original item want,1
issue amazon great get send item return item iv send helpful order lot choice,1
app phenomenal thing month stuff search stuff order stuff current past order look like go load stay blank white screen check inhave login website browser st world problem know fix thank,-1
love amazon prime thing deliver day site easy use navigate item return easily local convenience store need,1
hard fault amazon im constantly amaze vast range product purchase online store speed delivery competively price return policy good simple easy follow prime member save hand fist delivery charge concern extra tv programme movie include,1
place ive prime customer million year worth penny great app excellent return exchange policy easy use app easy return exchange love love love amazon bot lol,1
everytime purchase online tv say payment decline try purchase app say decline rd time click payment method app work go month frustrate,-1
buying book app google hard hard apparently google amazoncouk fling app fix,-1
love ap easy use pick phone order need choose delivery day week save money shipping reward,1
fast easy shopping low price discount store add bonus deliver doorstep doesnt well easy,1
usually pretty good like today receive different order shipping usually,1
bad wont tell price item click checkout dont know use instead ebay ebay way well deal,-1
disappointed order thing delivery date change day later state want id like soon possible,-1
hate keep change apps language base region stick set annoy practical dont suddenly prefer speak french cause im locate different place stupid feature,-1
delete annoy try buy adcart,-1
glitchy hard navigate influencer video pop try close video turn black,-1
stop shipping package usps arrive time day late expect stop usps star,-1
app work intend time sadly miss lightning deal notification message work great,1
love amazon shopping service great good time overall good online shopping experience,1
order page load app chrome browser use edge browser private mode review order frustrate think fix update week fix,-1
amazon prime review app app work good amazon get bad prime doesnt item quicker whats point pay annoy thing offer false advertisement thats write review advertise item deliver day buy set time limit dont happen twice false advertisement annoy,-1
lovely new policy package steal delivered address didnt follow simple instruction leave comment section im money year subscriber horrible,-1
ive lot trouble costumer service say theyre gon na send ups pick package return week eventually get tired wait ups come drop box think surely theyd pick tell amazon get ahold ups theyd stop pick package say id deal amazon amazon say theyd send id talk delivery guy forth irritate im ish,-1
upset raise price prime membership bit ridiculous expensive enjoy amazon prime good customer service,1
amazon shopping app extremely convient easy browse exactly needalso alot good deal fast shipping,1
time try use app amazon keep tell go wrong home page crash error message second try clear cache reinstall issue,-1
love convenience shopping home great price excellent customer service communication need dissatisfied product amazon make right love freedom shop great company grown trust amazon shopping thank great home shopping experience thousand thousand choice need desire matter,1
bring music purchasepreview option im buy stupid unlimited matter harass jokescam discover long preview purchase music app google dont know dodge problem long im see complaint go year workaround use websitein browseron phonewhen app perform function fine w f,-1
open screen dog uhoh go wrong end message,-1
great app overall feature expect online shopping platform like unique feature buy big gripe reason star deduction review thing keep come platform early shear fraudulentbought review make loose confidence platform nd allowance blatantly fake item blue maple tree seed example dont report,-1
wrong app keep disable dashboard redownload app phone,-1
shop amazon easy convenient work track package amazon help shop,1
app browse stuff cheaply option high end stuff search amazon money well,-1
earn star disclose good estimate arrival date understand issue order late month part require work ok late update arrival date reflect overall app convenient star,-1
app difficulty work android ultra get difficulty go wrong end wifi say time,-1
love shopping amazon issue order return go problem,1
shady business open credit card auto switch prime membership credit card want pay monthly membership debit card day ship joke half time delay worst stream service b bad movie,-1
purchase music anymore say purchased device odd need fix,-1
esp price fuel unstable high delivery driver medical need definitely appreciate lack pavement needle purchase best product time drive shop crowd place,-1
love amazon stop shop store return item ups pick house probably spend way need want click away thing mislead read review detail guy,1
easy use purchase return item crazy fast app issue want buy consciously localfair tradeeco friendly source amazon make easy cheap comparison hard abandon,1
love making use amazon prime thing faster issue use royal mail delivery owe delivery service,1
quick service huge range choose free shipping amazon prime bonus,1
app si phenomenal try promote theyre oun stuff product good good review force buy certain thing qualitymoney god excellent good work,1
favorite online store,1
awful update order section change properly order refreshes old order section current better,-1
buy item amazon egypt get damage item wrong item go use miserable service bad online shopping experience,-1
love app wife suffers anxiety leave home app allow product need quickly minimal effort,1
amazon delivers im old make day faster shop online kinda entertain love shop stand go store anymore amazon get right im glad start shop website,1
whats know amazon rule course app easy navigate add item cart item cart buy late section ship usually fast day ship there problem order easy contact solve issue refund store credit arriives break doesnt arrive steal amazon best,1
app great write review purchase app rely reviews amazon suddenly block write review remove prior review wont communicate havent call im busy woman bad customer service,-1
awesome app item amaze price item hard time find absolutely love make life easy,1
dont use amazon fresh order place indicate shipped minute window check canceled order communication subject go resubmit deliver late following day actually need product ill schedule time grocery store wait service screw,-1
far expectation lil issue fix answered thank good work,1
excellent application faster shop ship fasterissues ive couple time costumer service help shopping item,1
awesome place exactly look right price compare price quality roof leave comfort live space get love,1
shop amazon quick easy actually fun place order step order deliver,1
convenient shopping easy save favorite idea shop list easy return love shop amazon careful vendor buy like return usually easy huge deal mistake,1
love amazon amazon prime package doesnt arrive timely manner refund dont customer service great option endless,1
easy shop amazon com search engine take directly item want checkout easy,1
dont know happen day get notification say payment didnt open confused cuz payment go show error page refreshes cute dog work remove reinstall updated app stop work,-1
amazon easy shopping experience take away star notice lately price go understand go right offen time item cheap sam club walmart free delivery convenient amamzon,1
avid shopper amazon trust operation like selection product fast delivery easy pay store card amazon credit card buying product year issue important leave rating feedback product purchase help decision guide help choose best fit look buy,1
love amazon shop im disable moment convenient double check price walmart majority time cheap buy ive learn check review check info product like material dimension,1
search engine get bad update dont think faulty think rig order generate profit thing worse shop list popup time view pathetic,-1
app heavy load slow freeze overall issue android phone thats different phone,-1
shop amazon awesome deliver right door deliver package careful thoughtful,1
prime member year handicap transportation year ago save ship prime membership worth havent problem product delivery problem clothes size fault lol,1
complete pita piece bloatware lack functionality web shop automatically open annoy time wish delete,-1
amazon take well care buyer day online supplier felt safe purchase grow prefer amazon ebay massively definitely recommend amazon,1
app frustrate blank page make order frustrate go page random dog make home page link email common order food app require permission block antivirus problem notice low performance vpn problem cut paste code problem well,-1
great service feel like pay service dont receive value membership order amazon prime receive shipme sooner,-1
amazon good convenient store shopping love use ebt card food thing bulk definitely great order gift like order thing day group order time issue receive item,1
amazon app turn hot dumpster constantly crash load customer service constantly hidden locate constant rearrange app thing confuse order section load amazon quit change thing way want play game customer service,-1
best place order need order supply amazon year need highly recommend im happy customer,1
excellent service extremely reliable company excellent work recommend million times trust prime customer year,1
absolutely love amazon issue package arrive soon get contact amazon refund sent thing free charge rely certain product amazon perfect,1
product way expensive order trash bag th show make wait th refund money thats fraud mind package move,-1
prime member begin make easy think need review item create wish list need fast buy,1
local store need want like amazon especially quantity quality price delivery time sooner join prime free shipping make worth,1
amazon shopping need quick convenient havent brick mortar store year grocery think available deliver right door best app ive pleased,1
amazon year include prime day ship beat pricing amazon tad high supplier ship worth,1
ive shopping amazon yr satisfy problem ship product issue customer service rep helpful continue shoppie amazon,1
shop easy site use item hard time find locally great selection product great price,1
amazon shop kool ive issue customer service good,1
enjoy amazon app access tab need search item easy selection spot enjoy prime option day ship item like instant coupon saving payment option versatile option large selection highly recommend try,1
convenient easy use love ability save list later amazon app gold standard online retailer aspire ive literally purchase thing amazon walk target convenient easy order amazon employee figure go target app store delivery day amazon whats love there reason jeff bezos wealthy website work,1
easy navigate product originate mainly china like usa item save ship payme detail easy transaction,1
love amazon problem year ive wasnt directly love pretty look great deal great customer service delivery responsible professional driver home respect refer,1
dark mode great app make thing lot easierits click need dark mode app use night brightness low give massive headache fix soon,-1
great app service amazon make shop easy userfriendly interface count efficient service thing arrive time package,1
app repeatedly freeze stop work nearly impossible use,-1
amazon fast easy save hundred ship amazing service provide ive customer year,1
like amazon appreciate quickly fix issue product wish pick prime membership part like dont use music option pay,1
good time uninstalled reinstall easy order there add pop way second,1
quick service easy return,1
